Ligand	Receptor	Source	Target
PGF	FLT1	EVT	EVT
PGF	FLT1	EVT	FB2
PGF	FLT1	EVT	VEC
PGF	FLT1	EVT	FB3
PGF	FLT1	SCT	EVT
PGF	FLT1	SCT	FB2
PGF	FLT1	SCT	VEC
PGF	FLT1	SCT	FB3
PGF	NRP1	EVT	VEC
PGF	NRP1	SCT	VEC
ADM	CALCRL	VCT	VEC
CCL2	CCR1	VEC	HC
CCL2	CCR1	FB2	HC
CCL2	CCR1	HC	HC
IL6	IL6ST	FB3	FB3
IL6	IL6ST	FB3	FB2
IL6	IL6ST	FB3	FB1
IL6	IL6ST	FB3	EVT
DLK1	NOTCH3	FB3	FB2
DLK1	NOTCH3	FB2	FB2
DLK1	NOTCH3	FB1	FB2
CCL5	CCR1	HC	HC
IL1RN	IL1R1	HC	FB3
IL1B	IL1R1	HC	FB3
CCL2	CCR1	HC	HC
CCL4	CCR1	HC	HC
