Ligand	Receptor	Source	Target
PRSS23	TMEM222	Muscle	Endothelial
PRSS23	TMEM222	Neural	Endothelial
PRSS23	TMEM222	Stromal	Endothelial
PRSS23	TMEM222	Epithelial	Muscle
PRSS23	TMEM222	Liver	Muscle
PRSS23	TMEM222	Muscle	Muscle
PRSS23	TMEM222	Neural	Muscle
PRSS23	TMEM222	Stromal	Muscle
FGF8	FGFR1	Epithelial	Endothelial
FGF8	FGFR1	Liver	Endothelial
FGF8	FGFR1	Neural	Endothelial
FGF8	FGFR1	Epithelial	Epithelial
FGF8	FGFR1	Liver	Epithelial
FGF8	FGFR1	Neural	Epithelial
FGF8	FGFR1	Epithelial	Liver
FGF8	FGFR1	Liver	Liver
FGF8	FGFR1	Neural	Liver
FGF8	FGFR1	Epithelial	Muscle
FGF8	FGFR1	Liver	Muscle
FGF8	FGFR1	Neural	Muscle
FGF8	FGFR1	Epithelial	Neural
FGF8	FGFR1	Liver	Neural
FGF8	FGFR1	Neural	Neural
FGF8	FGFR1	Epithelial	USC
FGF8	FGFR1	Liver	USC
FGF8	FGFR1	Neural	USC
FGF8	FGFR1	Epithelial	Stromal
FGF8	FGFR1	Liver	Stromal
FGF8	FGFR1	Neural	Stromal
FGF8	FGFR2	Epithelial	Muscle
FGF8	FGFR2	Liver	Muscle
FGF8	FGFR2	Neural	Muscle
FGF8	FGFR2	Epithelial	USC
FGF8	FGFR2	Liver	USC
FGF8	FGFR2	Neural	USC
FGF8	FGFR3	Epithelial	Muscle
FGF8	FGFR3	Liver	Muscle
FGF8	FGFR3	Neural	Muscle
FGF8	FGFR3	Epithelial	USC
FGF8	FGFR3	Liver	USC
FGF8	FGFR3	Neural	USC
FGF2	FGFR1	Endothelial	Endothelial
FGF2	FGFR1	USC	Endothelial
FGF2	FGFR1	Endothelial	Epithelial
FGF2	FGFR1	USC	Epithelial
FGF2	FGFR1	Endothelial	Liver
FGF2	FGFR1	USC	Liver
FGF2	FGFR1	Endothelial	Muscle
FGF2	FGFR1	USC	Muscle
FGF2	FGFR1	Endothelial	Neural
FGF2	FGFR1	USC	Neural
FGF2	FGFR1	Endothelial	USC
FGF2	FGFR1	USC	USC
FGF2	FGFR1	Endothelial	Stromal
FGF2	FGFR1	USC	Stromal
FGF2	FGFR2	Endothelial	Muscle
FGF2	FGFR2	USC	Muscle
FGF2	FGFR2	Endothelial	USC
FGF2	FGFR2	USC	USC
FGF2	FGFR3	Endothelial	Muscle
FGF2	FGFR3	USC	Muscle
FGF2	FGFR3	Endothelial	USC
FGF2	FGFR3	USC	USC
FGF2	GPC4	Endothelial	Endothelial
FGF2	GPC4	USC	Endothelial
FGF2	GPC4	Endothelial	Epithelial
FGF2	GPC4	USC	Epithelial
FGF2	GPC4	Endothelial	Muscle
FGF2	GPC4	USC	Muscle
FGF2	GPC4	Endothelial	Neural
FGF2	GPC4	USC	Neural
FGF2	GPC4	Endothelial	USC
FGF2	GPC4	USC	USC
FGF2	SDC1	Endothelial	Endothelial
FGF2	SDC1	USC	Endothelial
FGF2	SDC2	Endothelial	Epithelial
FGF2	SDC2	USC	Epithelial
FGF2	SDC2	Endothelial	Liver
FGF2	SDC2	USC	Liver
FGF2	SDC2	Endothelial	Muscle
FGF2	SDC2	USC	Muscle
FGF2	SDC2	Endothelial	Neural
FGF2	SDC2	USC	Neural
FGF2	SDC2	Endothelial	Stromal
FGF2	SDC2	USC	Stromal
FGF2	SDC4	Endothelial	Endothelial
FGF2	SDC4	USC	Endothelial
FGF2	SDC4	Endothelial	Muscle
FGF2	SDC4	USC	Muscle
FGF2	SDC4	Endothelial	USC
FGF2	SDC4	USC	USC
COL2A1	DDR1	Epithelial	Endothelial
COL2A1	DDR1	Liver	Endothelial
COL2A1	DDR1	Muscle	Endothelial
COL2A1	DDR1	Neural	Endothelial
COL2A1	DDR1	Stromal	Endothelial
COL2A1	DDR1	Epithelial	Epithelial
COL2A1	DDR1	Liver	Epithelial
COL2A1	DDR1	Muscle	Epithelial
COL2A1	DDR1	Neural	Epithelial
COL2A1	DDR1	Stromal	Epithelial
COL2A1	DDR1	Epithelial	Liver
COL2A1	DDR1	Liver	Liver
COL2A1	DDR1	Muscle	Liver
COL2A1	DDR1	Neural	Liver
COL2A1	DDR1	Stromal	Liver
COL2A1	DDR1	Epithelial	Muscle
COL2A1	DDR1	Liver	Muscle
COL2A1	DDR1	Muscle	Muscle
COL2A1	DDR1	Neural	Muscle
COL2A1	DDR1	Stromal	Muscle
COL2A1	DDR1	Epithelial	Neural
COL2A1	DDR1	Liver	Neural
COL2A1	DDR1	Muscle	Neural
COL2A1	DDR1	Neural	Neural
COL2A1	DDR1	Stromal	Neural
COL2A1	DDR1	Epithelial	USC
COL2A1	DDR1	Liver	USC
COL2A1	DDR1	Muscle	USC
COL2A1	DDR1	Neural	USC
COL2A1	DDR1	Stromal	USC
COL2A1	ITGB1	Epithelial	Endothelial
COL2A1	ITGB1	Liver	Endothelial
COL2A1	ITGB1	Muscle	Endothelial
COL2A1	ITGB1	Neural	Endothelial
COL2A1	ITGB1	Stromal	Endothelial
COL2A1	ITGB1	Epithelial	Epithelial
COL2A1	ITGB1	Liver	Epithelial
COL2A1	ITGB1	Muscle	Epithelial
COL2A1	ITGB1	Neural	Epithelial
COL2A1	ITGB1	Stromal	Epithelial
COL2A1	ITGB1	Epithelial	Liver
COL2A1	ITGB1	Liver	Liver
COL2A1	ITGB1	Muscle	Liver
COL2A1	ITGB1	Neural	Liver
COL2A1	ITGB1	Stromal	Liver
COL2A1	ITGB1	Epithelial	Muscle
COL2A1	ITGB1	Liver	Muscle
COL2A1	ITGB1	Muscle	Muscle
COL2A1	ITGB1	Neural	Muscle
COL2A1	ITGB1	Stromal	Muscle
COL2A1	ITGB1	Epithelial	Neural
COL2A1	ITGB1	Liver	Neural
COL2A1	ITGB1	Muscle	Neural
COL2A1	ITGB1	Neural	Neural
COL2A1	ITGB1	Stromal	Neural
COL2A1	ITGB1	Epithelial	USC
COL2A1	ITGB1	Liver	USC
COL2A1	ITGB1	Muscle	USC
COL2A1	ITGB1	Neural	USC
COL2A1	ITGB1	Stromal	USC
COL2A1	ITGB1	Epithelial	Stromal
COL2A1	ITGB1	Liver	Stromal
COL2A1	ITGB1	Muscle	Stromal
COL2A1	ITGB1	Neural	Stromal
COL2A1	ITGB1	Stromal	Stromal
CDH1	CDH2	Endothelial	Epithelial
CDH1	CDH2	Muscle	Epithelial
CDH1	CDH2	USC	Epithelial
CDH1	CDH2	Endothelial	Liver
CDH1	CDH2	Muscle	Liver
CDH1	CDH2	USC	Liver
CDH1	CDH2	Endothelial	Muscle
CDH1	CDH2	Muscle	Muscle
CDH1	CDH2	USC	Muscle
CDH1	CDH2	Endothelial	Neural
CDH1	CDH2	Muscle	Neural
CDH1	CDH2	USC	Neural
CDH1	CDH2	Endothelial	Stromal
CDH1	CDH2	Muscle	Stromal
CDH1	CDH2	USC	Stromal
CDH1	ERBB3	Endothelial	Endothelial
CDH1	ERBB3	Muscle	Endothelial
CDH1	ERBB3	USC	Endothelial
CDH1	ERBB3	Endothelial	Muscle
CDH1	ERBB3	Muscle	Muscle
CDH1	ERBB3	USC	Muscle
CDH1	ERBB3	Endothelial	USC
CDH1	ERBB3	Muscle	USC
CDH1	ERBB3	USC	USC
CDH1	IGF1R	Endothelial	Muscle
CDH1	IGF1R	Muscle	Muscle
CDH1	IGF1R	USC	Muscle
CDH1	IGF1R	Endothelial	Neural
CDH1	IGF1R	Muscle	Neural
CDH1	IGF1R	USC	Neural
CDH1	IGF1R	Endothelial	USC
CDH1	IGF1R	Muscle	USC
CDH1	IGF1R	USC	USC
CDH1	ITGAE	Endothelial	Endothelial
CDH1	ITGAE	Muscle	Endothelial
CDH1	ITGAE	USC	Endothelial
CDH1	ITGAE	Endothelial	Epithelial
CDH1	ITGAE	Muscle	Epithelial
CDH1	ITGAE	USC	Epithelial
CDH1	ITGAE	Endothelial	Liver
CDH1	ITGAE	Muscle	Liver
CDH1	ITGAE	USC	Liver
CDH1	ITGAE	Endothelial	Muscle
CDH1	ITGAE	Muscle	Muscle
CDH1	ITGAE	USC	Muscle
CDH1	ITGAE	Endothelial	Neural
CDH1	ITGAE	Muscle	Neural
CDH1	ITGAE	USC	Neural
CDH1	ITGAE	Endothelial	USC
CDH1	ITGAE	Muscle	USC
CDH1	ITGAE	USC	USC
CDH1	ITGAE	Endothelial	UDC
CDH1	ITGAE	Muscle	UDC
CDH1	ITGAE	USC	UDC
CDH1	ITGAE	Endothelial	Stromal
CDH1	ITGAE	Muscle	Stromal
CDH1	ITGAE	USC	Stromal
CDH1	PTPRF	Endothelial	Endothelial
CDH1	PTPRF	Muscle	Endothelial
CDH1	PTPRF	USC	Endothelial
CDH1	PTPRF	Endothelial	Epithelial
CDH1	PTPRF	Muscle	Epithelial
CDH1	PTPRF	USC	Epithelial
CDH1	PTPRF	Endothelial	Liver
CDH1	PTPRF	Muscle	Liver
CDH1	PTPRF	USC	Liver
CDH1	PTPRF	Endothelial	Muscle
CDH1	PTPRF	Muscle	Muscle
CDH1	PTPRF	USC	Muscle
CDH1	PTPRF	Endothelial	Neural
CDH1	PTPRF	Muscle	Neural
CDH1	PTPRF	USC	Neural
CDH1	PTPRF	Endothelial	USC
CDH1	PTPRF	Muscle	USC
CDH1	PTPRF	USC	USC
CDH1	PTPRF	Endothelial	Stromal
CDH1	PTPRF	Muscle	Stromal
CDH1	PTPRF	USC	Stromal
GAD1	GRM4	Muscle	USC
EFNB3	EPHA4	Stromal	Neural
EFNB3	EPHB2	Stromal	Neural
EFNB3	EPHB4	Stromal	Endothelial
EFNB3	EPHB4	Stromal	Muscle
EFNB3	EPHB4	Stromal	USC
EFNB1	EPHA4	Epithelial	Neural
EFNB1	EPHA4	Liver	Neural
EFNB1	EPHA4	Muscle	Neural
EFNB1	EPHA4	Neural	Neural
EFNB1	EPHB2	Epithelial	Neural
EFNB1	EPHB2	Liver	Neural
EFNB1	EPHB2	Muscle	Neural
EFNB1	EPHB2	Neural	Neural
EFNB1	EPHB4	Epithelial	Endothelial
EFNB1	EPHB4	Liver	Endothelial
EFNB1	EPHB4	Muscle	Endothelial
EFNB1	EPHB4	Neural	Endothelial
EFNB1	EPHB4	Epithelial	Muscle
EFNB1	EPHB4	Liver	Muscle
EFNB1	EPHB4	Muscle	Muscle
EFNB1	EPHB4	Neural	Muscle
EFNB1	EPHB4	Epithelial	USC
EFNB1	EPHB4	Liver	USC
EFNB1	EPHB4	Muscle	USC
EFNB1	EPHB4	Neural	USC
EFNB1	ERBB2	Epithelial	Endothelial
EFNB1	ERBB2	Liver	Endothelial
EFNB1	ERBB2	Muscle	Endothelial
EFNB1	ERBB2	Neural	Endothelial
EFNB1	ERBB2	Epithelial	Muscle
EFNB1	ERBB2	Liver	Muscle
EFNB1	ERBB2	Muscle	Muscle
EFNB1	ERBB2	Neural	Muscle
EFNB1	ERBB2	Epithelial	Neural
EFNB1	ERBB2	Liver	Neural
EFNB1	ERBB2	Muscle	Neural
EFNB1	ERBB2	Neural	Neural
EFNB1	ERBB2	Epithelial	USC
EFNB1	ERBB2	Liver	USC
EFNB1	ERBB2	Muscle	USC
EFNB1	ERBB2	Neural	USC
COL18A1	GPC1	Endothelial	Muscle
COL18A1	GPC1	Epithelial	Muscle
COL18A1	GPC1	Liver	Muscle
COL18A1	GPC1	Muscle	Muscle
COL18A1	GPC1	Neural	Muscle
COL18A1	GPC1	USC	Muscle
COL18A1	GPC1	Stromal	Muscle
COL18A1	GPC1	Endothelial	Neural
COL18A1	GPC1	Epithelial	Neural
COL18A1	GPC1	Liver	Neural
COL18A1	GPC1	Muscle	Neural
COL18A1	GPC1	Neural	Neural
COL18A1	GPC1	USC	Neural
COL18A1	GPC1	Stromal	Neural
COL18A1	GPC4	Endothelial	Endothelial
COL18A1	GPC4	Epithelial	Endothelial
COL18A1	GPC4	Liver	Endothelial
COL18A1	GPC4	Muscle	Endothelial
COL18A1	GPC4	Neural	Endothelial
COL18A1	GPC4	USC	Endothelial
COL18A1	GPC4	Stromal	Endothelial
COL18A1	GPC4	Endothelial	Epithelial
COL18A1	GPC4	Epithelial	Epithelial
COL18A1	GPC4	Liver	Epithelial
COL18A1	GPC4	Muscle	Epithelial
COL18A1	GPC4	Neural	Epithelial
COL18A1	GPC4	USC	Epithelial
COL18A1	GPC4	Stromal	Epithelial
COL18A1	GPC4	Endothelial	Muscle
COL18A1	GPC4	Epithelial	Muscle
COL18A1	GPC4	Liver	Muscle
COL18A1	GPC4	Muscle	Muscle
COL18A1	GPC4	Neural	Muscle
COL18A1	GPC4	USC	Muscle
COL18A1	GPC4	Stromal	Muscle
COL18A1	GPC4	Endothelial	Neural
COL18A1	GPC4	Epithelial	Neural
COL18A1	GPC4	Liver	Neural
COL18A1	GPC4	Muscle	Neural
COL18A1	GPC4	Neural	Neural
COL18A1	GPC4	USC	Neural
COL18A1	GPC4	Stromal	Neural
COL18A1	GPC4	Endothelial	USC
COL18A1	GPC4	Epithelial	USC
COL18A1	GPC4	Liver	USC
COL18A1	GPC4	Muscle	USC
COL18A1	GPC4	Neural	USC
COL18A1	GPC4	USC	USC
COL18A1	GPC4	Stromal	USC
COL18A1	ITGB1	Endothelial	Endothelial
COL18A1	ITGB1	Epithelial	Endothelial
COL18A1	ITGB1	Liver	Endothelial
COL18A1	ITGB1	Muscle	Endothelial
COL18A1	ITGB1	Neural	Endothelial
COL18A1	ITGB1	USC	Endothelial
COL18A1	ITGB1	Stromal	Endothelial
COL18A1	ITGB1	Endothelial	Epithelial
COL18A1	ITGB1	Epithelial	Epithelial
COL18A1	ITGB1	Liver	Epithelial
COL18A1	ITGB1	Muscle	Epithelial
COL18A1	ITGB1	Neural	Epithelial
COL18A1	ITGB1	USC	Epithelial
COL18A1	ITGB1	Stromal	Epithelial
COL18A1	ITGB1	Endothelial	Liver
COL18A1	ITGB1	Epithelial	Liver
COL18A1	ITGB1	Liver	Liver
COL18A1	ITGB1	Muscle	Liver
COL18A1	ITGB1	Neural	Liver
COL18A1	ITGB1	USC	Liver
COL18A1	ITGB1	Stromal	Liver
COL18A1	ITGB1	Endothelial	Muscle
COL18A1	ITGB1	Epithelial	Muscle
COL18A1	ITGB1	Liver	Muscle
COL18A1	ITGB1	Muscle	Muscle
COL18A1	ITGB1	Neural	Muscle
COL18A1	ITGB1	USC	Muscle
COL18A1	ITGB1	Stromal	Muscle
COL18A1	ITGB1	Endothelial	Neural
COL18A1	ITGB1	Epithelial	Neural
COL18A1	ITGB1	Liver	Neural
COL18A1	ITGB1	Muscle	Neural
COL18A1	ITGB1	Neural	Neural
COL18A1	ITGB1	USC	Neural
COL18A1	ITGB1	Stromal	Neural
COL18A1	ITGB1	Endothelial	USC
COL18A1	ITGB1	Epithelial	USC
COL18A1	ITGB1	Liver	USC
COL18A1	ITGB1	Muscle	USC
COL18A1	ITGB1	Neural	USC
COL18A1	ITGB1	USC	USC
COL18A1	ITGB1	Stromal	USC
COL18A1	ITGB1	Endothelial	Stromal
COL18A1	ITGB1	Epithelial	Stromal
COL18A1	ITGB1	Liver	Stromal
COL18A1	ITGB1	Muscle	Stromal
COL18A1	ITGB1	Neural	Stromal
COL18A1	ITGB1	USC	Stromal
COL18A1	ITGB1	Stromal	Stromal
VCAN	ITGB1	Endothelial	Endothelial
VCAN	ITGB1	Epithelial	Endothelial
VCAN	ITGB1	Liver	Endothelial
VCAN	ITGB1	Muscle	Endothelial
VCAN	ITGB1	Neural	Endothelial
VCAN	ITGB1	USC	Endothelial
VCAN	ITGB1	Stromal	Endothelial
VCAN	ITGB1	Endothelial	Epithelial
VCAN	ITGB1	Epithelial	Epithelial
VCAN	ITGB1	Liver	Epithelial
VCAN	ITGB1	Muscle	Epithelial
VCAN	ITGB1	Neural	Epithelial
VCAN	ITGB1	USC	Epithelial
VCAN	ITGB1	Stromal	Epithelial
VCAN	ITGB1	Endothelial	Liver
VCAN	ITGB1	Epithelial	Liver
VCAN	ITGB1	Liver	Liver
VCAN	ITGB1	Muscle	Liver
VCAN	ITGB1	Neural	Liver
VCAN	ITGB1	USC	Liver
VCAN	ITGB1	Stromal	Liver
VCAN	ITGB1	Endothelial	Muscle
VCAN	ITGB1	Epithelial	Muscle
VCAN	ITGB1	Liver	Muscle
VCAN	ITGB1	Muscle	Muscle
VCAN	ITGB1	Neural	Muscle
VCAN	ITGB1	USC	Muscle
VCAN	ITGB1	Stromal	Muscle
VCAN	ITGB1	Endothelial	Neural
VCAN	ITGB1	Epithelial	Neural
VCAN	ITGB1	Liver	Neural
VCAN	ITGB1	Muscle	Neural
VCAN	ITGB1	Neural	Neural
VCAN	ITGB1	USC	Neural
VCAN	ITGB1	Stromal	Neural
VCAN	ITGB1	Endothelial	USC
VCAN	ITGB1	Epithelial	USC
VCAN	ITGB1	Liver	USC
VCAN	ITGB1	Muscle	USC
VCAN	ITGB1	Neural	USC
VCAN	ITGB1	USC	USC
VCAN	ITGB1	Stromal	USC
VCAN	ITGB1	Endothelial	Stromal
VCAN	ITGB1	Epithelial	Stromal
VCAN	ITGB1	Liver	Stromal
VCAN	ITGB1	Muscle	Stromal
VCAN	ITGB1	Neural	Stromal
VCAN	ITGB1	USC	Stromal
VCAN	ITGB1	Stromal	Stromal
PLAU	ITGB1	Endothelial	Endothelial
PLAU	ITGB1	Endothelial	Epithelial
PLAU	ITGB1	Endothelial	Liver
PLAU	ITGB1	Endothelial	Muscle
PLAU	ITGB1	Endothelial	Neural
PLAU	ITGB1	Endothelial	USC
PLAU	ITGB1	Endothelial	Stromal
PLAU	ITGB5	Endothelial	USC
PLAU	LRP1	Endothelial	Endothelial
PLAU	LRP1	Endothelial	Muscle
PLAU	LRP1	Endothelial	USC
PLAU	LRP2	Endothelial	Stromal
